"pdf_path","url","content"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/YwOdft","[Source: www.poresto.net] Embarcación se hunde en Yucatán, pescadores desaparecen - PorEsto Layer 1 Layer 1 Yucatán Sucesos Mérida Quintana Roo Sucesos Cancún Isla Mujeres Riviera Maya Chetumal Campeche Sucesos Ciudad del Carmen México Sucesos Tren Maya Elecciones 2024 Entretenimiento Celebrities Televisión Virales Ocio Horóscopo Deportes Opinión Internacional Última Hora El Tiempo Turismo Gastronomía Viajes Turismo México A Dónde Ir Cultura Videos Fotos Síguenos Yucatán Quintana Roo Campeche México Entretenimiento Deportes Opinión Última hora Yucatán Convocan una marcha en Kanasín para pedir justicia por Negrita, una perrita que fue atropellada Yucatán / Sucesos Embarcación se hunde en Yucatán, pescadores desaparecen Embarcación con base en Progreso se hunde frente a Celestún siendo identificada como “San Crisanto 10"", dejando como saldo dos pescadores desaparecidos y tres más que pudieron ser rescatados por suerte por otra embarcación pesquera. Barco se hunde en el muelle de Yucalpetén, y una camioneta estuvo cerca de caer al mar Pescadores del ""Neldy"" sobreviven al Huracán ""Milton"" y regresan sanos y salvos a puerto de Yucatán Así fue el regreso a Progreso de los pescadores que se quedaron en altamar durante el Huracán Milton Por Gerardo Keb 17 de Oct de 2024 2 min Compartir Linkedin Facebook X Whatsapp Copiar enlace Redimensionar texto Pequeño Mediano Grande Embarcación ""San Crisanto"" se hunde en Yucatán en la madrugada del jueves. Este jueves en una nueva tragedia para el sector pesquero de “La Caleta” se dio a conocer el hundimiento de la embarcación “San Crisanto 10” , naufragando con saldo de dos pescadores desaparecidos y tres rescatados, esto ocurrió al norte de Celestún, según la información recabada. Así mismo se pudo averiguar que a través de las radios de frecuencia de los pescadores que están en alta mar, luego de ser rescatados, pidieron apoyo de las autoridades de la Secretaría de Seguridad Pública (SSP) y de la Secretaría de Marina para que salgan a buscar a los dos tripulantes que aún no aparecen. La embarcación “Propemex 14” fue el barco que dio con los pescadores a la deriva de pura suerte al norte de Celestún, según se dijo, los pescadores estaban flotando cuando fueron divisados por la nave pesquera logrando subirlos a bordo, una vez en el barco pesquero, los rescatados dijeron ser el patrón y dos tripulantes del barco “San Crisanto 10” que salieron de “La Caleta” de Progreso, señalando que hay dos pescadores más desaparecidos. Noticia Destacada Líder criminal y cómplices fueron detenidos en Mérida Noticia Destacada Triste hallazgo: Encuentran vacía embarcación de pescadores desaparecidos de Sabancuy El hundimiento se habría dado durante la madrugada de este jueves, donde una fuerte marejada llevó a pique al barco en las coordenadas aproximadas 2216 con 90 38 al norte de Celestún. Este caso se suma a los pescadores desaparecidos en altamar también de “La Caleta”, de los barcos “Peyucsa12” y “Halcón 1” en donde solo se ha podido encontrar un cuerpo de los ocho pescadores, mismo que aún no se ha dado a conocer a quien de ellos pertenece. De igual manera deja mal parado a las embarcaciones de dicho refugio, aparentando ser poco estables en condiciones de mal clima, luego de que el cierre de puertos a la navegación menor se dio a conocer el miércoles por la noche. Suscríbete a nuestra newsletter Últimas noticias Newsletter diaria Temas relacionados Península de Yucatán Yucatán Progreso Yucatán Lo más visto 01 Filtran video íntimo de Mariana Seoane; la actriz alza la voz: ""No se vale"" 02 Falla en el sistema afecta a más de 200 vuelos y 30 mil turistas en el aeropuerto de Cancún 03 Yucatecos enloquecen por toallas de 99 pesos en el Costco de Mérida 04 Carnaval de Progreso 2025: Conoce los horarios de los desfiles, artistas invitados y conciertos 05 La razón por la que el Carnaval de Mérida fue enviado a Xmatkuil Siguiente noticia Yucatán Líder criminal y cómplices fueron detenidos en Mérida Artículos relacionados Yucatán Desaparecen cinco pescadores tras los 'vientos huracanados' en Celestún, Yucatán Redacción Por Esto! 1 Min Yucatán Hallan nevera de una de las embarcaciones de los pescadores desaparecidos en Celestún José Luis López Quintal 3 Min Yucatán SSP y Marina continúan la búsqueda de las dos embarcaciones desaparecidas en altamar en Yucatán Gerardo Castro 2 Min ¿Quieres mostrar tu publicidad en nuestra web? Llámanos o escríbenos un mail 01 (999) 930 2782 [email protected] [email protected] Buscar Términos y condiciones Política de privacidad Redes sociales"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/6rMs4Z","[Source: noticiasdeaqui.co] Incendio en barco en muelle de Puerto La Cruz no dejó heridos – Noticias de Aquí Home About Blog Contact Anzoátegui Incendio en barco en muelle de Puerto La Cruz no dejó heridos Publicado por Redactor NDA L el 15 de octubre, 2024 Este lunes 14 de octubre se registró un incendio en uno de los barcos deteriorados que se encuentran en el muelle Eulalia Buroz de la ciudad de Puerto La Cruz. A través de grupos de WhatsApp se supo sobre la incidencia, que de acuerdo a reportes extraoficiales no dejó heridos ni víctimas fatales. La embarcación afectada fue el buque Concepción Mariño. Se espera un reporte ampliado de parte de las autoridades. Comparte esto: Twitter Facebook Me gusta Cargando… Previous Post Detienen a medallista paralímpico venezolano por presunto abuso sexual a menores Next Post Los angeles están de regreso: Hora y en dónde ver el Victoria’s Secret Fashion Show 2024 Noticias de Aquí Noticias desde Anzoátegui, Venezuela Instagram Facebook Twitter Ofrecido con orgullo por WordPress.com Comentar Rebloguear Suscribirse Suscrito Noticias de Aquí Únete a otros 96 suscriptores Suscríbeme ¿Ya tienes una cuenta de WordPress.com? Inicia sesión . Noticias de Aquí Suscribirse Suscrito Regístrate Iniciar sesión Copiar enlace corto Denunciar este contenido View post in Reader Gestionar las suscripciones Contraer esta barra %d"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/h5xZ","[Source: www.msn.com] MSN"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/9UjZxE","[Source: m.facebook.com] Facebook This browser is not supported Use Facebook app tap to use a supported browser Safari Chrome"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/OXqy5TM","[Source: m.facebook.com] Ventanilla TV - 🔴⚠️¡Trágico final! Hombres fallecen tras... | Facebook This browser is not supported Use Facebook app tap to use a supported browser Safari Chrome"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/EM5Up","[Source: www.yucatan.com.mx] Se hunde embarcación ""San Crisanto 10"" en Progreso: dos desaparecidos Cerrar SUSCRIBETE Iniciar sesión Buscar: Buscar Mérida Yucatán México Abrir menú desplegable Campeche Quintana Roo Mundo Economía Editorial Abrir menú desplegable Carlos R. Menéndez Losa Tecnología Salud Deportes Espectáculos Imagen Abrir menú desplegable Estudia en la Península Semana hace 50 años Central 9 Más Abrir menú desplegable Obituarios Esquelas Sociales Avisos Económicos Suplementos Mi cuenta Empléate Contacto Últimas noticias Club DY Facebook Twitter Instagram Youtube Cerrar Saltar al contenido Últimas noticias Club DY Facebook Twitter Instagram Youtube Diario de Yucatán El periódico de la vida peninsular SUSCRIBETE Iniciar sesión Abrir búsqueda Buscar: Buscar SUSCRÍBETE Menú Iniciar sesión Mérida Yucatán México Abrir menú desplegable Campeche Quintana Roo Mundo Economía Editorial Abrir menú desplegable Carlos R. Menéndez Losa Tecnología Salud Deportes Espectáculos Imagen Abrir menú desplegable Estudia en la Península Semana hace 50 años Central 9 Más Abrir menú desplegable Obituarios Esquelas Sociales Avisos Económicos Suplementos Mi cuenta Empléate Contacto Publicado en Yucatán Se hunde embarcación “San Crisanto 10” en Progreso: dos desaparecidos por Abraham Ismael Raz Herrera 17 de octubre de 2024, 9:09 pm 17 de octubre de 2024, 9:15 pm Comparte esto: Haz clic para compartir en Facebook (Se abre en una ventana nueva) Click to share on X (Se abre en una ventana nueva) Haz clic para compartir en WhatsApp (Se abre en una ventana nueva) Haz clic para compartir en Telegram (Se abre en una ventana nueva) Haz clic para enviar un enlace por correo electrónico a un amigo (Se abre en una ventana nueva) Se hunde embarcación ""San Crisanto 10"" en Progreso con cinco tripulantes, hay dos desaparecidos y realizan labores de búsqueda y rescate Progreso, Yucatán.– Esta tarde, se reportó el hundimiento de la embarcación “San Crisanto 10”, con cinco tripulantes a bordo , de los cuales dos permanecen desaparecidos. Según información preliminar, el barco fue volcado por una fuerte marejada durante la madrugada, en coordenadas aproximadas 22°16′ N y 90°38′ O, al norte de Celestún . Regístrate a nuestro boletín exclusivo para suscriptores Para recibir contenido histórico de gran relevancia Correo (Requerido) Δ Los tres pescadores rescatados , que fueron auxiliados por el barco “Propemex 14”, estaban flotando y siendo arrastrados por la corriente. Al ser rescatados, informaron que el incidente ocurrió mientras navegaban desde la Caleta de Progreso. Regístrate a nuestro newsletter para recibir las noticias más importantes. La Primera del Diario Correo (Requerido) Δ Tras recibir la señal de emergencia a través de radios, se solicitó apoyo a las autoridades de la Secretaría de Seguridad Pública de Yucatán y a la Secretaría de Marina para iniciar la búsqueda de los dos tripulantes que aún no aparecen. LEE TAMBIÉN: Morena Yucatán evita rendir cuentas por náufragos de Milton: “incapacidad es corrupción” En estos momentos, se están realizando operativos de búsqueda en la zona para localizar a los pescadores desaparecidos. Síguenos en Google News Las autoridades trabajan para brindar apoyo a los rescatados y sus familias en este difícil momento. La comunidad de Progreso permanece atenta a los avances en la operación de rescate. TE RECOMENDAMOS: Muere náufrago en Yucatán del  Peyucsa  12, Marina “no lo rescató”; esto dice la familia Relacionado Etiquetas: Recomendada MÁS LEÍDAS VÍDEO | “Pelea” en supermercado de Mérida por toallas Sujeto ""secuestra"" unidad del Va y Ven en Mérida; esto sabemos Carlos Loret de Mola: “Ahorita te atiendo”, le dicen a Claudia Tragedia en Mérida: hallan cuerpo en piscina de la colonia Los Reyes Cubana se hace viral por elogiar la atención en el IMSS Exatlón México: Quién es el eliminado hoy 2 de marzo de 2025 Carnavales de Mérida, Kanasín y Progreso 2025: ¿a cuál ir? El transporte al Carnaval de Mérida da tranquilidad a familias Carnaval de Mérida 2025: Así fue el domingo de Bachata del ""Amazónico"" Esta es la razón por la que Halle Berry besó a Adrien Brody en plena alfombra roja y frente a su esposa Últimas noticias Cámaras ilegales en Acapulco: Marina desactiva red de vigilancia del crimen organizado 3 de marzo de 2025, 4:35 pm Mercados de Mérida, listos para la Cuaresma 2025, pero escasea el limón 3 de marzo de 2025, 3:57 pm Rescatan a joven tras atentar contra su vida en Xcumpich, Mérida 3 de marzo de 2025, 3:56 pm Accidente en Peto: Mototaxista choca por alcance a un automóvil 3 de marzo de 2025, 3:43 pm Conductor de TV Azteca arremete contra “Emilia Pérez” y bailan tras derrota de la película en los Óscar 3 de marzo de 2025, 3:38 pm Prohibida su reproducción total o parcial, así como su traducción a cualquier idioma sin autorización escrita de su titular. © 2025 Derechos Reservados Diario de Yucatán Powered by Newspack Términos y condiciones Facebook Twitter Instagram Youtube Has llegado al límite de notas gratuitas, para se"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/HGifBW","[Source: depesoyucatan.com] Hallan lancha yucateca 'Peyucsa 12' volcada en altamar y con un solo sobreviviente (VIDEO) Facebook Instagram Twitter Youtube Policía Afición Alerta Roja Candente Grillita Especiales Quintana Roo Tiro Seguro Buscar Registrarse ¡Bienvenido! Ingresa en tu cuenta tu nombre de usuario tu contraseña ¿Olvidaste tu contraseña? consigue ayuda Recuperación de contraseña Recupera tu contraseña tu correo electrónico Se te ha enviado una contraseña por correo electrónico. De Peso Yucatán Policía Afición Alerta Roja Candente Grillita Especiales Quintana Roo Tiro Seguro Hallan lancha yucateca ‘Peyucsa 12’ volcada en altamar y con un solo sobreviviente (VIDEO) Inicio Especiales Hallan lancha yucateca 'Peyucsa 12' volcada en altamar y con un solo... Especiales Policía portada Becario2 Bearios 10 octubre, 2024 0 Facebook Twitter Pinterest WhatsApp Lamentablemente, el milagro del barco ‘Neldy’ no se ha repetido nuevamente, pues una de las embarcaciones desaparecidas en altamar tras el paso del huracán “Milton”, la lancha de nombre “Peyucsa 12” , fue localizada frente a las costas de Río Lagartos, pero con solo un tripulante aferrado al casco. Otros tres pescadores que la tripulaban aún continúan desaparecidos. El hallazgo fue realizado por un helicóptero de la Marina durante el operativo de búsqueda, en donde los marinos vislumbraron a la embarcación volcada y completamente a la deriva, sobre el casco se encontraba aferrado uno de los pescadores. Inmediatamente se dio aviso para solicitar el apoyo de elementos de la Estación Naval de Búsqueda, Rescate y Vigilancia Marítima (ENSAR) Yucalpetén, con el objetivo de salvaguardar la vida del pescador. #ENTÉRATE La Marina de México reveló un video del momento exacto en el que fue localizado en altamar un pescador que se aferraba a la embarcación Peyucsa 12. Lamentablemente, no se tiene información de sus otros tres compañeros pic.twitter.com/D9t61LqonH — novedadesyuc (@NovedadesYuc) October 10, 2024 Por su parte, la Secretaría de Marina envió lanchas rápidas y una avioneta de rescate para sobrevolar el área. Asimismo, al menos 10 embarcaciones salieron del puerto de Progreso para unirse a la búsqueda, ya con las coordenadas antes informadas. Se sabe que en la embarcación “Peyucsa 12” viajaban José Juan “N”, Lázaro “N”, Marcos “N” y Jesús “N”. Familiares y amigos se encuentran en la zona llamada la Caleta en Progreso, en donde permanecen en condiciones de tristeza y oración ante el incertidumbre de no saber nada de sus seres queridos. Hasta el momento se desconoce la identidad del pescador sobreviviente. Cabe destacar que existe otra embarcación que también se encuentra desaparecida de nombre Halcón I con cuatro tripulantes a bordo. De ellos aún no se tiene información. Tal vez te pueda interesar: Los ‘pescadores milagro’ del Neldy se reencuentran con sus familias (VIDEO) Facebook Twitter Pinterest WhatsApp Artículo anterior Mujer es atacada sangrientamente por sicarios dentro de un hotel en Cancún Artículo siguiente Entre montones de mentiras, se va Gago de las Chivas (video) ARTÍCULOS RELACIONADOS Policía Caso de ‘Negrita’, atropellada en Kanasín, ya es investigado por la Fiscalía El caso de la perrita ""Negrita"" ya es investigado por autoridades de la Fiscalía de Yucatán, aunque no se... Policía Denuncian a conductor que arrolló intencionalmente a p3rrita en Kanasín Un sujeto fue captado en el momento en el que atropellaba en reiteradas ocasiones a una perrita en el... Especiales Buscan atraer más turistas a Yucatán Para incrementar el arribo de visitantes nacionales e internacionales a Yucatán y aumentar el porcentaje de pernocta en los... - Publicidad - LO MÁS LEÍDO Pr3nsado en la Mérida – Cancún sufre probable fractura de ambas... El chofer de un tractocamión resultó prensado y con probable fractura de ambas piernas luego de volcar en la carretera federal Mérida -Cancún, a... Bebé de 6 meses pierde la vida tras ser olvidada por... Avanza la reforma al Poder Judicial en Yucatán Entre bal6zos policías frustran secuestro en Chetumal Sobre nosotros De Peso Yucatán, el periódico de mayor circulación con 78,000 ejemplares diarios en la península de Yucatán. La mejor información de Policía, Espectáculos y Deportes. Contacto Siguenos Facebook Instagram Twitter Youtube"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/PNp7ln","[Source: tiempo.hn] Fuerza Naval requiere embarcación por pesca ilegal Facebook Instagram WhatsApp Youtube Inicio Nación Sucesos de Honduras Escena Color Político Autos Noticias USA Cronómetro Canal de Whatsapp Search Home Nación Fuerza Naval requiere embarcación por pesca ilegal en Cayos Cochinos Fuerza Naval requiere embarcación por pesca ilegal en Cayos Cochinos octubre 16, 2024 La embarcación se escoltó hasta el muelle. Facebook Twitter Telegram WhatsApp Redacción. La Fuerza Naval de Honduras interceptó una embarcación de pesca de escama, Mis Luke, con registro S-1808918. Autoridades requirieron la embarcación debido a que los tripulantes realizaban actividades de pesca con nasas en una zona no autorizada dentro del área protegida del Monumento Natural Cayos Cochinos, ubicados entre La Ceiba y las Islas de la Bahía, indica el reporte. El navío estaba al mando del capitán Milthon Josué Puerto Orellana y contaba con siete tripulantes a bordo: Jan Carlo Medina (30 años), Darwin Lara Zelaya (28 años), Keruin Julio Puerto (45 años), Julio Tercios Mejía (33 años), Edil Coca Melendez (37 años), Wualter Mejía Mejía (24 años) y un menor de edad. Le puede interesar – Lluvias continúan en el sur, centro y oriente; clima cálido impera en el norte Patrullaje El incidente ocurrió durante un patrullaje marítimo rutinario. Al detectarse la actividad de pesca en zona prohibida se procedió a requerir la embarcación. El Primer Batallón de Infantería de la Marina colocó la embarcación a disposición de las autoridades competentes debido a la violación a las leyes de pesca en áreas protegidas. De su lado, la Marina Mercante emitió la orden para que el bote se trasladara bajo custodia de la Fuerza Naval, por lo que se escoltó hasta el muelle. Y dio a conocer que mantendrá los patrullajes constantes a fin de proteger el medio ambiente y ecosistema marino en el Caribe. Las Fuerza Naval mantiene operativos para cuidar las costas. Pesca ilegal La pesca ilegal tiene implicaciones en la reducción de población de peces y facilita otros delitos como el comercio ilícito de las especies marinas. La promoción, reglamentación y seguimiento de prácticas pesqueras responsables son esenciales para la sostenibilidad de los recursos pesqueros, tanto en las zonas costeras como en alta mar. La pesca ilegal es penalizada en Honduras. Le puede interesar – Hoy inicia el juicio contra Bográn y Moraes por el caso «hospedajes VIP» Facebook Twitter Telegram WhatsApp Previous article Hugo Pino: Reducción del presupuesto puede preocupar a varias secretarías Next article Estudiante corre 70 km para construir cancha en instituto de Marcala, La Paz Redaccion Web RELATED ARTICLES Así secuestraron a un hombre en SPS; pedían L5 mil por... En Portada marzo 3, 2025 CNE anuncia que mañana iniciará el traslado de las maletas electorales Color Político marzo 3, 2025 Horarios de distribución de agua potable en la capital esta semana En Portada marzo 3, 2025 ¡Riña en punto de buses! Agente abofetea a conductor de «rapidito»... En Portada marzo 3, 2025 Convenio de colaboración entre la UTH y CAEC potenciará la investigación... En Portada marzo 3, 2025 Falla técnica paraliza trámites en el Instituto Nacional de Migración en... En Portada marzo 3, 2025 QUIENES SOMOS Diario Tiempo digital de Honduras. Noticias nacionales, internacionales, sucesos, deportes y mas. SIGUENOS Facebook Instagram WhatsApp Youtube Inicio Nación Sucesos de Honduras Escena Color Político Autos Noticias USA Cronómetro Canal de Whatsapp © Medios Publicitarios S.A. Todos los derechos reservados 2024 © error: Contenido Protegido"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/PmXET","[Source: www.eltiempo.com] Barranquilla: cae contenedor con juguetería de contrabando En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relacionada con sus preferencias a través del análisis de la navegación. Si continúa navegando, usted estará aceptando esta utilización. Puede conocer cómo deshabilitarlas u obtener más información aquí Entiendo Temas del día Anterior EN VIVO: Movilidad Bogotá Papa Francisco Donald Trump Federico Gutiérrez Subsidios en 2025 Racionamiento de agua Karla Sofía Gascón Shakira Siguiente CLUB VIVAMOS Suscríbete Disfruta de los beneficios de El Tiempo CLUB VIVAMOS Iniciar sesión Cerrar SUSCRÍBETE x $900 Últimas Noticias Economía FINANZAS PERSONALES EMPRESAS SECTORES SECTOR FINANCIERO Política GOBIERNO CONGRESO PROCESO DE PAZ PARTIDOS POLÍTICOS Colombia MEDELLÍN BARRANQUILLA CALI SANTANDER BOYACÁ LLANO MÁS CIUDADES Bogotá Opinión EDITORIAL COLUMNISTAS CARICATURAS BLOGS Unidad Investigativa Especiales Internacional LATINOAMÉRICA VENEZUELA EEUU Y CANADÁ MÉXICO EUROPA ÁFRICA MEDIO ORIENTE ASIA MÁS REGIONES Salud Justicia CORTES CONFLICTO Y NARCOTRÁFICO INVESTIGACIÓN DELITOS SERVICIOS JEP PAZ Y DERECHOS HUMANOS Cultura CINE Y TV ARTE Y TEATRO MÚSICA Y LIBROS GASTRONOMÍA ENTRETENIMIENTO GENTE Vida CIENCIA EDUCACIÓN VIAJAR MEDIO AMBIENTE MUJERES RELIGIÓN MASCOTAS COP 16 Deportes FÚTBOL INTERNACIONAL FÚTBOL COLOMBIANO TENIS CICLISMO AUTOMOVILISMO MÁS DEPORTES CICLO OLÍMPICO Apuestas deportivas CASAS DE APUESTAS CÓDIGOS PROMOCIONALES TIPOS DE APUESTAS Tecnología APPS DISPOSITIVOS VIDEOJUEGOS NOVEDADES TUTORIALES Lecturas El tiempo play Bocas Datos SERVICIOS LO ENCONTRASTE CONDOLENCIAS JUEGOS MENTALES HORÓSCOPO PÓDCAST FOROS AYUDA LÍNEA ÉTICA EDICTOS Y AVISOS LEGALES BOLETINES NUESTROS PORTALES PORTAFOLIO FUTBOL RED CITY TV DIARIO ADN ALÓ MOTOR EL EMPLEO MI CUENTA versión impresa artículos guardados boletines club el tiempo vivamos Contenidos Exclusivos El Tiempo Play Juegos Mentales Podcasts Revistas preguntas frecuentes cerrar sesión SUSCRÍBETE CLUB VIVAMOS ¡Hola !, Tu correo ha sido verficado. Ahora puedes elegir los Boletines que quieras recibir con la mejor información. Cerrar Bienvenido , has creado tu cuenta en EL TIEMPO. Conoce y personaliza tu perfil . Cerrar Hola Clementine el correo baxulaft@gmai.com no ha sido verificado. Verificar Correo Cerrar Cerrar El correo electrónico de verificación se enviará a clementine@ejemplo.com Revisa tu bandeja de entrada y si no, en tu carpeta de correo no deseado. SI, ENVIAR Ya tienes una cuenta vinculada a EL TIEMPO, por favor inicia sesión con ella y no te pierdas de todos los beneficios que tenemos para tí. Iniciar sesión Cerrar Colombia Barranquilla Medellín Cali Santander Otras Ciudades Chat noti IA ¡Hazme tu primera pregunta y descubre todo lo que El Tiempo ofrece! Términos y Condiciones Chat Hola, bienvenido ¿Cómo está el clima en Bogotá? ¿Cómo se llama el hijo de Petro? ¿El pico y placa en Bogotá como quedaría para el 2024? ¿Sabías que registrándote en nuestro portal podrás acceder al chatbot de El Tiempo y obtener información precisa en tus búsquedas? Regístrate gratis y disfruta de todas las funciones que tenemos para ofrecerte Registrarme De acuerdo con las políticas de la IA que usa EL TIEMPO, no es posible responder a las preguntas relacionadas con los siguientes temas: odio, sexual, violencia y autolesiones Noticia Cae contenedor con juguetería de contrabando en la salida de la Sociedad Portuaria de Barranquilla Más de 44.000 unidades de juguetes fueron aprehendidas, cuyo  valor estimado es 750 millones de pesos. La Policía reportó que el costo de la mercancía decomisada está por encima de los 700 millones de pesos. Foto: Prensa Policía Link Leonardo Herrera Delgans PERIODISTA 11.10.2024 08:38 Actualizado: 11.10.2024 09:30 Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles en un nuevo golpe al contrabando en la Costa Caribe, la Policía Fiscal y Aduanera (Polfa), en coordinación con la Dirección de Impuestos y Aduanas Nacionales (Dian), logró la incautación de un contenedor con 44.607 unidades de juguetes de contrabando en la salida de la Sociedad Portuaria Regional de Barranquilla (SPRB).  (Además :  Van 60 mujeres asesinadas este año en el Atlántico : Bancada Púrpura exige acciones urgentes) Según las autoridades, la mercancía, valorada en 750 millones de pesos, carecía de la documentación requerida para su ingreso legal al territorio aduanero colombiano. El operativo se realizó en el marco de la ""Política de Seguridad, Defensa y Convivencia Ciudadana"", la cual busca fortalecer la lucha contra el contrabando en todo el país.  La Policía Fiscal y Aduanera destacó que esta incautación es parte de un esfuerzo co"
"output/pdfs-2024/OMMhmLC11730304800.pdf","https://goo.su/cZahqX8","[Source: www.dicapi.mil.pe] DICAPI - Dirección General de Capitanías y Guardacostas Organization Historical Review Mission & Vision Organizational Chart General Director Executive Director Technical Supervisor Directions General Direction Aquatic Activities Control Aquatic Environment International Affairs & OMI Coast Guard Operations Maritime Administration Inspections, Audits, and Supervisions Department TUPAM Procedures Regulatory Framework Consultations IFC LATAM PERU es Español Inglés Últimas publicaciones Últimas Publicaciones Correo Web Intranet DICAPI Acceso a Geoportal Correo Web Acceso a Geoportal Home Organization Historical Review Mission & Vision Organizational Chart General Director Executive Director Technical Supervisor Directions General Direction Aquatic Activities Control Aquatic Environment International Affairs & OMI Coast Guard Operations Maritime Administration Inspections, Audits, and Supervisions Department TUPAM Procedures Regulatory Framework Consultations IFC LATAM PERU Organization Historical Review Mission & Vision Organizational Chart General Director Executive Director Technical Supervisor Contact Us Address Constitution St. 150, Callao Digital Office 24 Hours In-person office: 08:00 am - 4:00 pm Telephone 012099300, Extension: 6862 MGP - DICAPI - 2025"
